,sentimen,tweet,tweet_length,clean_tweet,polarity_score,polarity,clean_tweet_sentence
738,negatif,"Ya, memang semenjak pemerintahan Jokowi harga karet yg sebelumnya berada dikisaran 9-18 ribu/kg kini jadi 3-7 ribu/kg. Oleh sebab itu, kebon karet ortu diubah jadi kebon kakao dan beberapa di buat kolam ikan. Dan tidak menyalahkan pemerintah.",37,"['iya', 'semenjak', 'perintah', 'jokowi', 'harga', 'karet', 'kisar', 'ribukg', 'ribukg', 'kebon', 'karet', 'orang tua', 'ubah', 'kebon', 'kakao', 'kolam', 'ikan', 'tidak', 'salah', 'perintah']",-13,negatif,iya semenjak perintah jokowi harga karet kisar ribukg ribukg kebon karet orang tua ubah kebon kakao kolam ikan tidak salah perintah
739,netral,Pak kpn bahas smule atau tik tok agar bs buat ekonomi rakyat lbh baik seperti game mobile legend gtu....??,19,"['bahas', 'smule', 'tik', 'tok', 'ekonomi', 'rakyat', 'lebih', 'game', 'mobile', 'legend', 'begitu']",10,positif,bahas smule tik tok ekonomi rakyat lebih game mobile legend begitu
740,netral,"Jokowi Tegaskan Pancasila, NKRI, Bhinneka Tunggal Ika dan UUD 1945 Sudah Final Dan Harga Mati  http://taliberita.co/2019/04/14/jokowi-tegaskan-pancasila-nkri-bhinneka-tunggal-ika-dan-uud-1945-sudah-final-dan-harga-mati/Â â€¦ lewat @Tali Berita . . #nkrihargamati #satuindonesia",24,"['jokowi', 'tegas', 'pancasila', 'nkri', 'bhineka', 'tungal', 'ika', 'ud', 'final', 'harga', 'mati', '', 'tali', 'berita']",-7,negatif,jokowi tegas pancasila nkri bhineka tungal ika ud final harga mati  tali berita
741,positif,"Rakyat hanya butuh kepastian harga2 terjangkau, cari kerja gampang bukan bakalan di php dgn kartu ini kartu itu... Prabowo Sandi solusi masalah bangsa..  https://twitter.com/AT_AbdillahToha/status/1117095305072132096Â â€¦",25,"['rakyat', 'butuh', 'pasti', 'harga', 'jangkau', 'cari', 'kerja', 'gampang', 'php', 'kartu', 'kartu', 'prabowo', 'sandi', 'solusi', 'bangsa', '']",-7,negatif,rakyat butuh pasti harga jangkau cari kerja gampang php kartu kartu prabowo sandi solusi bangsa 
742,negatif,"Ngebet Jadi Presiden, Prabowo Punya Utang Rp 7,6 Triliun dan Tidak Bayar Pajak ",14,"['ngebet', 'presiden', 'prabowo', 'utang', 'rp', 'triliun', 'tidak', 'bayar', 'pajak']",-21,negatif,ngebet presiden prabowo utang rp triliun tidak bayar pajak
743,negatif,"Masalahnya anda ga bisa mengatasi CAD, ga bisa membangun industri nasional yg murni 100% milik entrepreneur Indonesia, ga bisa membangun kedaulatan pangan, energi. ekonomi, dll.",25,"['tidak', 'atas', 'cad', 'tidak', 'bangun', 'industri', 'nasional', 'murni', 'milik', 'entrepreneur', 'indonesia', 'tidak', 'bangun', 'daulat', 'pangan', 'energi', 'ekonomi', 'dan lain']",-7,negatif,tidak atas cad tidak bangun industri nasional murni milik entrepreneur indonesia tidak bangun daulat pangan energi ekonomi dan lain
744,netral,Harga tas sama harga motor kok mahalan tas.   Jokowi ke mana sih??,14,"['harga', 'tas', 'harga', 'motor', 'mahal', 'tas', 'jokowi', 'sih']",14,positif,harga tas harga motor mahal tas jokowi sih
745,netral,Kondisi ekonomi global membuat pemerintah melakukan antisipasi. Keseriusan Jokowi membangun ekonomi domestik yang memperkuat pondasi dasar nasional dengan jumlah penduduk Indonesia sekitar 263 juta orang. Ini menjadi potensi kekuatan ekonomi Indonesia. #JokowiMenangTotalDebat,32,"['kondisi', 'ekonomi', 'global', 'perintah', 'antisipasi', 'serius', 'jokowi', 'bangun', 'ekonomi', 'domestik', 'kuat', 'pondasi', 'dasar', 'nasional', 'duduk', 'indonesia', 'juta', 'orang', 'potensi', 'kuat', 'ekonomi', 'indonesia']",-7,negatif,kondisi ekonomi global perintah antisipasi serius jokowi bangun ekonomi domestik kuat pondasi dasar nasional duduk indonesia juta orang potensi kuat ekonomi indonesia
746,netral,"Syamsuddin: Saya Kira Jokowi Benar, Pencapaian Ekonomi Tak Bisa Diukur Per Kasus seperti Contoh Sandiaga Soal Ibu Nurjanah  http://akurat.co/news/id-590821-read-syamsuddin-saya-kira-jokowi-benar-pencapaian-ekonomi-tak-bisa-diukur-per-kasus-seperti-contoh-sandiaga-soal-ibu-nurjanahÂ â€¦",20,"['ukur', 'contoh', 'sandiaga', 'nurjanah', '']",6,positif,ukur contoh sandiaga nurjanah 
747,positif,"fokus pak prabowo ke pertanian, pertumbuhan ekonomi dan harga harga yg terjangkau .  fokus jokowi agar rakyat maen game mobile legend.",22,"['fokus', 'prabowo', 'tani', 'tumbuh', 'ekonomi', 'harga', 'harga', 'jangkau', 'fokus', 'jokowi', 'rakyat', 'main', 'game', 'mobile', 'legend']",12,positif,fokus prabowo tani tumbuh ekonomi harga harga jangkau fokus jokowi rakyat main game mobile legend
748,positif,Bismillah... Rabu 17 April 2019 DENGAN MENCOBLOS PRABOWO - SANDI SAMAHALNYA BERAMAL 5 TAHUN Karena Gaji Beliau Akan Disumbangkan Untuk Dhuafa DLL,22,"['bismilah', 'rabu', 'april', 'coblos', 'prabowo', 'sandi', 'samahalnya', 'amal', 'gaji', 'beliau', 'sumbang', 'dhuafa', 'dan lain']",0,netral,bismilah rabu april coblos prabowo sandi samahalnya amal gaji beliau sumbang dhuafa dan lain
749,netral,kalo urusan ekonomi perorangan (warga suatu daerah) mending jadi pak camat aja atau bupati lah..,15,"['urus', 'ekonomi', 'orang', 'warga', 'daerah', 'lebih baik', 'camat', 'bupati']",0,netral,urus ekonomi orang warga daerah lebih baik camat bupati
750,positif,"Saat ini masa depan atlet Indonesia yang berprestasi sudah dipikirkan oleh Pemerintah dengan adanya penghargaan dan Jaminan Hari Tua bagi atlet berprestasi. Jokowi hebat, Indonesia maju!",26,"['sat', 'atlet', 'indonesia', 'prestasi', 'pikir', 'perintah', 'penghargan', 'jamin', 'tua', 'atlet', 'prestasi', 'jokowi', 'hebat', 'indonesia', 'maju']",-21,negatif,sat atlet indonesia prestasi pikir perintah penghargan jamin tua atlet prestasi jokowi hebat indonesia maju
751,negatif,Prabowo Dinilai Tak Mengerti Sejarah Ekonomi Bangsa  http://dlvr.it/R2nCdpÂ  pic.twitter.com/3XUCD4SGwb,10,"['prabowo', 'nilai', 'tidak', 'erti', 'sejarah', 'ekonomi', 'bangsa']",3,positif,prabowo nilai tidak erti sejarah ekonomi bangsa
752,negatif,"Yg nyakitin perasaan Demokrat ttg jatah menteri  Adiknya Prabowo, yg nuduh presiden sebelumÂ² nya salah kelola ekonomi Prabowo terus yg salah dan dituduh mengadu domba Cebong?  Anda waras?",30,"['sakit', 'peras', 'demokrat', 'jatah', 'menteri', 'adik', 'prabowo', 'tuduh', 'presiden', 'belum', 'nya', 'salah', 'kelola', 'ekonomi', 'prabowo', 'salah', 'tuduh', 'adu', 'domba', 'cebong', 'waras']",-38,negatif,sakit peras demokrat jatah menteri adik prabowo tuduh presiden belum nya salah kelola ekonomi prabowo salah tuduh adu domba cebong waras
753,negatif,"Saya mau nanya seriusan ya, setelah liat debat semalam, presiden jokowi kok ngga ngerti ekonomi, jadi selama ini presiden kita siapa sih?",22,"['serius', 'iya', 'lihat', 'debat', 'malam', 'presiden', 'jokowi', 'tidak', 'erti', 'ekonomi', 'presiden', 'sih']",-1,negatif,serius iya lihat debat malam presiden jokowi tidak erti ekonomi presiden sih
754,netral,Apabila ada yg lebih dari ini maka silahkan anda pilih  Prabowo Sandi Tak Akan Ambil Gaji Sepeser pun Jika Terpilih   #YourTurnBro  https://m.kumparan.com/amp/@kumparannews/prabowo-sandi-tak-akan-ambil-gaji-sepeser-pun-jika-terpilih-1qsh5p8Xjqe?__twitter_impression=trueÂ â€¦,26,"['ambil', 'gaji', 'peser', 'pilih', '']",-14,negatif,ambil gaji peser pilih 
755,positif,Sistem ekonomi terbaik adalah sistem ekonomi syariah,7,"['sistem', 'ekonomi', 'baik', 'sistem', 'ekonomi', 'syariah']",-15,negatif,sistem ekonomi baik sistem ekonomi syariah
756,netral,"tolong ditindak petugas arogan yang bicara kasar dan menuduh PREMAN pada para pemilik suara yang tidak bisa mencoblos, dia digaji dari pajak RAKYAT!  @jokowi @KPU_ID @bawaslu_RI @Kemlu_RI @Menlu_RI  https://twitter.com/DjowoKeras_/status/1117336236400660480/video/1Â â€¦",31,"['coblos', 'gaji', 'pajak', 'rakyat', 'jokowi', 'kpuid', 'bawasluri', 'kemluri', 'menluri', '']",-6,negatif,coblos gaji pajak rakyat jokowi kpuid bawasluri kemluri menluri 
757,positif,"Setuju sama mba @n_alfah jujur aku kagum sama UAH sama ilmu dan tutur katanya, dan aku hargain pilihan beliau itu haknya. Tp kalo soal masuk surga kan beda ya padahal beliau selalu ngingetin ""kita bukan siapa-siapa gada jaminan kita langsung masuk surga"" jadi agak gimana gituh :(",47,"['tuju', 'mbak', 'nalfah', 'jujur', 'kagum', 'uah', 'ilmu', 'harga', 'pilih', 'beliau', 'hak', 'masuk', 'surga', 'beda', 'iya', 'beliau', 'ingat', 'siapasiapa', 'tidak ada', 'jamin', 'langsung', 'masuk', 'surga', 'begitu']",-16,negatif,tuju mbak nalfah jujur kagum uah ilmu harga pilih beliau hak masuk surga beda iya beliau ingat siapasiapa tidak ada jamin langsung masuk surga begitu
758,negatif,"Prabowo itu buta tentang penerima negara, bahwa tentang kemiliteran beliau begitu buta, prabowo diberi informasi menyesatkan oleh tim ekonominya, prabowo itu hanya wayang yang diperalat.",25,"['prabowo', 'buta', 'terima', 'negara', 'militer', 'beliau', 'buta', 'prabowo', 'informasi', 'sesat', 'tim', 'ekonomi', 'prabowo', 'wayang', 'alat']",-28,negatif,prabowo buta terima negara militer beliau buta prabowo informasi sesat tim ekonomi prabowo wayang alat
759,positif,Jawaban pak @jokowi tentang Ekonomi Makro adalah TAMPARAN KERAS bagi @sandiuno sebagai seorang pelaku usaha. #bukansalahbapak,16,"['jokowi', 'ekonomi', 'makro', 'tampar', 'keras', 'sandiuno', 'laku', 'usaha']",-7,negatif,jokowi ekonomi makro tampar keras sandiuno laku usaha
760,netral,"Jokowi Temui Raja Salman, Kenapa ya? - Warta Ekonomi  https://www.wartaekonomi.co.id/read223681/jokowi-temui-raja-salman-kenapa-ya.htmlÂ â€¦",11,"['jokowi', 'temu', 'raja', 'salman', 'iya', 'warta', 'ekonomi', '']",-2,negatif,jokowi temu raja salman iya warta ekonomi 
761,positif,"Setuju gus, ngehack akun itu bukan cara dan gaya pendukung Jokowi yg damai, penuh kasih dan benci hoax. Kita harus hargai & hormati UAS walau beda pilihan. Wahai kaum jahat, cara buruk anda untuk adu domba dngn hack akun & tenar hoax, tidak akan berhasil...",45,"['tuju', 'gus', 'ngehack', 'akun', 'gaya', 'dukung', 'jokowi', 'damai', 'penuh', 'kasih', 'benci', 'isu bohong', 'harga', 'hormat', 'uas', 'beda', 'pilih', 'kaum', 'jahat', 'buruk', 'adu', 'domba', 'hack', 'akun', 'tenar', 'isu bohong', 'hasil']",-37,negatif,tuju gus ngehack akun gaya dukung jokowi damai penuh kasih benci isu bohong harga hormat uas beda pilih kaum jahat buruk adu domba hack akun tenar isu bohong hasil
762,positif,"Harusnya berani mengganti dengan yang baik terutama di bidang ekonomi, dan hukum 3. Saya sebenarnya kurang srek waktu Pak @mohmahfudmd tidak jadi cawapres. Akan mengurangi kecepatan pemerintah. 4. Tapi tetep saya optimis Pak @Jokowi mampu bekerja dgn baik.",38,"['berani', 'anti', 'bidang', 'ekonomi', 'hukum', 'srek', 'mohmahfudmd', 'cawapres', 'kurang', 'cepat', 'perintah', 'optimis', 'jokowi']",-13,negatif,berani anti bidang ekonomi hukum srek mohmahfudmd cawapres kurang cepat perintah optimis jokowi
763,netral,Jokowi juga membantah bahwa pembangunan infrastruktur yang dilakukan tidak terencana dengan matang. Menurutnya pembangunan infastruktur ini adalah tahap awal dalam pembangunan ekonomi makro tersebut.,24,"['rencana', 'matang', 'turut', 'bangun', 'infastruktur', 'tahap', 'bangun', 'ekonomi', 'makro']",-12,negatif,rencana matang turut bangun infastruktur tahap bangun ekonomi makro
764,netral,"Pengeloalan ekonomi makro adalah agregat produksi sektor primer seperti pertanian, pertambangan dan perkebunan. Pengelolaan ekonomi makro ini saya kira tak semudah membalikkan tangan, ucap Jokowi di Hotel Sultan, Jakarta, Minggu (13/4/2019).",31,"['mudah', 'balik', 'tangan', 'jokowi', 'hotel', 'sultan', 'jakarta', 'mingu']",0,netral,mudah balik tangan jokowi hotel sultan jakarta mingu
765,netral,"Jokowi menjelaskan, dalam hal ekonomi, sebenarnya ada dua hal yang harus diperhatikan, yaitu pengelolaan ekonomi mikro dan ekonomi makro.",19,"['jokowi', 'ekonomi', 'perhati', 'pengelolan', 'ekonomi', 'mikro', 'ekonomi', 'makro']",-6,negatif,jokowi ekonomi perhati pengelolan ekonomi mikro ekonomi makro
766,negatif,"Saya secara pribadi tidak percaya Prabowo dan Sandi tidak mau ambil gaji, prabowo beli tanah berhektar-hektar. Sandi pengusaha. Intinya beliau berdua manusia, bukan malaikat @sandiuno @prabowo",26,"['pribadi', 'tidak', 'percaya', 'prabowo', 'sandi', 'tidak', 'ambil', 'gaji', 'prabowo', 'beli', 'tanah', 'berhektarhektar', 'sandi', 'usaha', 'inti', 'beliau', 'dua', 'manusia', 'malaikat', 'sandiuno', 'prabowo']",-26,negatif,pribadi tidak percaya prabowo sandi tidak ambil gaji prabowo beli tanah berhektarhektar sandi usaha inti beliau dua manusia malaikat sandiuno prabowo
767,negatif,Prabowo emang prestasi apa wkwkwkw...org luar pake logika kalo mikir..beda ma pendukung 02 ..dr walkot solo dah dp penghargaan dunia..masuk 100 org tookoh muslim berpengaruh dunia..wowo? Wkwk,27,"['prabowo', 'memang', 'prestasi', 'wkwkwkw', 'orang', 'pakai', 'logika', 'mikir', 'beda', 'dukung', 'walkot', 'solo', 'deh', 'dp', 'penghargan', 'dunia', 'masuk', 'orang', 'tokoh', 'muslim', 'pengaruh', 'dunia', 'wowo', 'wkwk']",-3,negatif,prabowo memang prestasi wkwkwkw orang pakai logika mikir beda dukung walkot solo deh dp penghargan dunia masuk orang tokoh muslim pengaruh dunia wowo wkwk
768,netral,"Kekayaan pak jokowi salah satunya asset tanah dan property, tiap tahun harganya naik.",13,"['kayan', 'jokowi', 'salah', 'satu', 'aset', 'tanah', 'property', 'harga']",-1,negatif,kayan jokowi salah satu aset tanah property harga
769,netral,Calon Presiden (Capres) nomor urut 1 Joko Widodo menjawab pendapat calon presiden nomor urut 2 Prabowo bahwa pengelolaan ekonomi Indonesia saat ini salah arah.,24,"['calon', 'presiden', 'capres', 'nomor', 'urut', 'joko', 'widodo', 'dapat', 'calon', 'presiden', 'nomor', 'urut', 'prabowo', 'pengelolan', 'ekonomi', 'indonesia', 'sat', 'salah', 'arah']",-11,negatif,calon presiden capres nomor urut joko widodo dapat calon presiden nomor urut prabowo pengelolan ekonomi indonesia sat salah arah
770,negatif,"Loe yg goblok  Game2 itu bnyk dimain sama anak2, pengaruhnya bagi ekonomi yg pasti ada...secara (tidak) langsung.  Anak2 skrg lebih suka.main game, menghilangkan niat kreatifitas dan aktifiktas...yg ujung2nya ke SDM.  Pada periode 2 kedepan jokowi akan fokus ke SDM.",42,"['bodoh', 'game', 'main', 'anak', 'pengaruh', 'ekonomi', 'tidak', 'langsung', 'anak', 'suka', 'main', 'game', 'hilang', 'niat', 'kreatifitas', 'aktifiktas', 'ujung', 'sdm', 'periode', 'depan', 'jokowi', 'fokus', 'sdm']",-24,negatif,bodoh game main anak pengaruh ekonomi tidak langsung anak suka main game hilang niat kreatifitas aktifiktas ujung sdm periode depan jokowi fokus sdm
771,negatif,Coba ae ....cucumu @jokowi ajarin setiap hari 12 jam main game....ntar jadi apa mas anak cucumu...ayo ngegame masuk pelajaran sekolah kalau punya potensi ekonomi,24,"['coba', 'cucu', 'jokowi', 'ajar', 'jam', 'main', 'game', 'mas', 'anak', 'cucu', 'ayo', 'ngegame', 'masuk', 'ajar', 'sekolah', 'potensi', 'ekonomi']",0,netral,coba cucu jokowi ajar jam main game mas anak cucu ayo ngegame masuk ajar sekolah potensi ekonomi
772,positif,"Cuaca cerah menyambut kedatangan Presiden @jokowi dan Ibu Iriana di Bandara Internasional King Khalid, Riyadh, Arab Saudi  Minggu 14 April 2019 pukul 08.50 Waktu Setempat (WS)   Alhamdulillah, Org yg selalu kalian hujat, tp beliau sangat dihargai dunia. #Coblos01SudahTerbukti ðŸ‘ðŸ» pic.twitter.com/SAIvVLXo9S",43,"['cuaca', 'cerah', 'sambut', 'datang', 'presiden', 'jokowi', 'iriana', 'bandara', 'internasional', 'king', 'khalid', 'riyadh', 'arab', 'saudi', 'mingu', 'april', 'ws', 'alhamdulilah', 'orang', 'hujat', 'beliau', 'harga', 'dunia', 'jempol', 'bangun', '']",8,positif,cuaca cerah sambut datang presiden jokowi iriana bandara internasional king khalid riyadh arab saudi mingu april ws alhamdulilah orang hujat beliau harga dunia jempol bangun 
773,positif,"Pak Jokowi itu negarawan sejati. Semalam saya melihat Pak Jokowi sepenuh hati berusaha tidak merendahkan cara oposisi memahami permasalahan ekonomi sebuah institusi sebesar negara. Padahal jelas sekali, cara pandang oposisi itu kekanak-kanakan. ðŸ˜…",33,"['jokowi', 'negarawan', 'sejati', 'malam', 'jokowi', 'sepenuh', 'hati', 'usaha', 'rendah', 'oposisi', 'paham', 'masalah', 'ekonomi', 'institusi', 'negara', 'pandang', 'oposisi', 'kekanakanakan', 'sedih']",-43,negatif,jokowi negarawan sejati malam jokowi sepenuh hati usaha rendah oposisi paham masalah ekonomi institusi negara pandang oposisi kekanakanakan sedih
774,netral,Probowo menjawab bahwa masalah ekonomi di Indonesia bukanlah salah Jokowi #bukansalahbapak,11,"['probowo', 'ekonomi', 'indonesia', 'salah', 'jokowi']",-8,negatif,probowo ekonomi indonesia salah jokowi
775,netral,Jokowi Mantabkan Ekonomi Prabowo Salahkan MasaÂ Lalu  https://lintasdaerah.com/jokowi-mantabkan-ekonomi-prabowo-salahkan-masa-lalu/Â â€¦ pic.twitter.com/0aUOVJOH0N,9,"['jokowi', 'mantabkan', 'ekonomi', 'prabowo', 'salah', 'masa', '']",-8,negatif,jokowi mantabkan ekonomi prabowo salah masa 
776,negatif,Paradoks saat tuduh Prabowo pro radikal saat itu juga tuduh Prabowo gak hargai ijtimak ulama Hadewww,16,"['paradoks', 'sat', 'tuduh', 'prabowo', 'profesional', 'radikal', 'sat', 'tuduh', 'prabowo', 'tidak', 'harga', 'ijtimak', 'ulama', 'hadew']",-1,negatif,paradoks sat tuduh prabowo profesional radikal sat tuduh prabowo tidak harga ijtimak ulama hadew
777,positif,"Subhanallah.... Baru kali ini dlm sejarah bangsa, Presiden & Wakilnya TIDAK MENGAMBIL HAK GAJINYA... Rakyat harus tau nihh... Jgn lupa kawal PEMILU 2019 dg baik2 #RinduPemimpinCintaIslam pic.twitter.com/zY2gGJ93FP",27,"['subhana', 'kali', 'sejarah', 'bangsa', 'presiden', 'wakil', 'ambil', 'hak', 'gaji', 'rakyat', 'nih', 'lupa', 'kawal', 'milu']",-15,negatif,subhana kali sejarah bangsa presiden wakil ambil hak gaji rakyat nih lupa kawal milu
778,positif,"Keliling pasar, cek harga, beli petai, tasbih ulama, terakhir umrah menjelang pilpres... Kayaknya ada yg ngikuuuuuuuut bang @sandiuno nih.. #UASdifitnahKejiDanBrutal",20,"['keliling', 'pasar', 'cek', 'harga', 'beli', 'petai', 'tasbih', 'ulama', 'umrah', 'jelang', 'pilpres', 'kayak', 'ngikut', 'bang', 'sandiuno']",0,netral,keliling pasar cek harga beli petai tasbih ulama umrah jelang pilpres kayak ngikut bang sandiuno
779,negatif,"Klo ekonomi g naik, bgmn masyarakat bisa tumbuh aplgi merata ? Krn anda jadi presiden, hutang meningkat dan kami rakyat Indonesia harus membayarnya secara merata...   Rakyat dapat kartu pra kerja tapi TKA China yg dapat kerjaan...   Please ... Kami sudah muak dgn anda!",47,"['ekonomi', 'tidak', 'masyarakat', 'tumbuh', 'aplgi', 'rata', 'presiden', 'hutang', 'tingkat', 'rakyat', 'indonesia', 'bayar', 'rata', 'rakyat', 'kartu', 'pra', 'kerja', 'tka', 'china', 'pekerjan', 'please', 'muak']",-41,negatif,ekonomi tidak masyarakat tumbuh aplgi rata presiden hutang tingkat rakyat indonesia bayar rata rakyat kartu pra kerja tka china pekerjan please muak
780,negatif,"Se7,@jokowi itu kelasnya mentok sbenernya gubernur itupun belum teruji bs bener gak urus ibu kota jkt??? Yg paling ngaco itu pendukung @jokowi yg ngotot 2periode, 4.5th kerja yg agak bener hanya infrastruktur itupun???ekonomi itu gk melulu insfrastruktur ad instrumen yg lainnyaðŸ™",41,"['sejokowi', 'kelas', 'mentok', 'gubernur', 'itu', 'uji', 'tidak', 'urus', 'kota', 'jakarta', 'aco', 'dukung', 'jokowi', 'ngotot', 'periode', 'kerja', 'infrastruktur', 'itupunekonomi', 'tidak', 'selalu', 'insfrastruktur', 'instrumen', 'lai', 'doa']",-29,negatif,sejokowi kelas mentok gubernur itu uji tidak urus kota jakarta aco dukung jokowi ngotot periode kerja infrastruktur itupunekonomi tidak selalu insfrastruktur instrumen lai doa
781,netral,"Memangnya pak jokowi ambil, dr jadi walikota solo pak jokowi nggak pernah ambil gajih, tp di sumbangkan",17,"['ambil', 'gajih', 'sumbang']",-22,negatif,ambil gajih sumbang
782,positif,Semua gaji Prabowo Sabdi akan di serahkan ke Negara dan kaum Duafa....  Pemimpin yang Mulia....,16,"['gaji', 'prabowo', 'sabdi', 'serah', 'negara', 'kaum', 'duafa', 'pimpin', 'mulia']",-4,negatif,gaji prabowo sabdi serah negara kaum duafa pimpin mulia
783,positif,"dari sabang sampai merauke,bhineka tunggal ika,beragam tp tetap satu Indonesia,NKRI harus tetap dijaga dan idiologi PANCASILA sampai kapanpun TIDAK dapat dirubah,harga mati..",22,"['sabang', 'meraukebhineka', 'tungal', 'ikaberagam', 'indonesiankri', 'jaga', 'idiologi', 'pancasila', 'dirubaharga', 'mati']",-10,negatif,sabang meraukebhineka tungal ikaberagam indonesiankri jaga idiologi pancasila dirubaharga mati
