,sentimen,tweet
905,netral,Jokowi Jawab Kritik Pertumbuhan Ekonomi 5% dan Pamerkan AkuisisiÂ Freeport  https://bhinnekanusantara.id/jokowi-jawab-kritik-pertumbuhan-ekonomi-5-dan-pamerkan-akuisisi-freeport/Â â€¦ pic.twitter.com/uelpK8Cxfd
906,netral,"Prabowo : Ekonomi RI Salah Arah, Karena Salah Presiden-Presiden Sebelum Jokowi:  http://metrobali.com/prabowo-ekonomi-ri-salah-arah-karena-salah-presiden-presiden-sebelum-jokowi/Â â€¦ via @metrobali"
907,netral,"Kegiatan ini diselenggarakan utk yg ke 2 kalinya, sejak diluncurkan oleh Presiden @jokowi, 4 April 2018. #IIS2019 diselenggarakan dengan tema ""Implementasi Making Indonesia 4.0 Menuju Indonesia Menjadi Negara 10 Besar Ekonomi Duniaâ€,   #Industri4.0 #IIS2019 pic.twitter.com/fYZCUVRAhk"
908,netral,"Debat Terbuka: Sandi Dinilai Kuasai Ekonomi, Jokowi Paksa Bicara Digital  https://news.detik.com/berita/d-4509599/debat-terbuka-sandi-dinilai-kuasai-ekonomi-jokowi-paksa-bicara-digitalÂ â€¦"
909,positif,"Sejujurnya w setuju sih. Gimana ya, debat terakhir kemarin itu adalah debat capres pertama yang w tonton, dan menurutku, meskipun pak jokowi ngomongnya e e gitu tp dia tuh ngerti teori semacam ekonomi mikro makro gmn penanganannya dsb. Bangga!  https://twitter.com/snpftk/status/1117079444647059456Â â€¦"
910,netral,"Detik-detik Prabowo Celingak Celinguk Tidak Paham Ekonomi Makro & Mikro, Simak!  https://www.kitaberita.com/2019/04/detik-detik-prabowo-celingak-celinguk.htmlÂ â€¦"
911,netral,"Pak Wowo dalam debat mengatakan, orientasi ekonomi Indonesia tidak berada di jalur yg benar akibat ulah Presiden2 sebelum Pak @jokowi.  https://bit.ly/2PbAB5SÂ  #PrabowoSalahkanSBY"
912,netral,"Pak Jokowi tetap menghargai Presiden2 sebelumnya, berkat mereka muncul Presiden yg nggak banyak bicara terus bekerjasama dg para ahli di kabinetnya maupun ahli yg siap menyumbangkan idenya untuk memajukan Indonesia, dan mengajak semua untuk kerja, kerja, kerja  https://twitter.com/yusuf_dumdum/status/1117070173729509382Â â€¦"
913,negatif,"#PrabowoSalahkanSBY  https://bit.ly/2Za6qjLÂ . PS bolak-balik menyinggung soal deindustrialisasi. Anehnya, dia mengatakan tak ingin menyalahkan @jokowi. Dia malah berujar salah arahnya pembangunan ekonomi Indonesia tak terlepas dr andil presiden sebelum Jokowi. Jelaskan?"
914,positif,Dengan niat yang tulus kami relawan di daerah siap menangkan @Jokowi dan menjadikan moment di #MulaiPutihkanGBK sebagai tragedi yang paling berharga bagi bangsa dan Negara. #2019BaliJOIN #2019TetapJokowi
915,netral,"Sering Sebut Emak-emak Sebagai Standar Kondisi Ekonomi, Sandi Dikepret Jokowi  http://akurat.co/ekonomi/id-590422-read-sering-sebut-emakemak-sebagai-standar-kondisi-ekonomi-sandi-dikepret-jokowiÂ â€¦"
916,positif,Masuk akal bagi prabowo sandi karena sandiaga uno ga pernah ambil gaji waktu jadi wakil gubernur
917,netral,"RT GesuriID ""Era Pemerintahan Jokowi Terjadi Pemerataan Ekonomi   https://www.gesuri.id/pemilu/era-pemerintahan-jokowi-terjadi-pemerataan-ekonomi-b1WexZjhzÂ â€¦ #pdiperjuangan"""
918,netral,"RT TRANS7 ""Menurut prabowo ""digital-digital itu bagus, tapi rakyat kita perlu swasembada pangan dengan harga terjangkau. Kita harus turunkan harga"". #DebatPilpres2019diTrans7  pic.twitter.com/6nbJooGPHc"""
919,negatif,"Ketika paslon 01 bahas ekonomi makro secara global, paslon 02 jawabnya seperti anak bayi yang nggak ngerti apa2. Hanya bisa lihat ini itu tapi masih belajar utk memahami suatu pernyataan.   https://bit.ly/2X8pIEvÂ  #PrabowoSalahkanSBY Semakin mantap pilih @jokowi."
920,positif,"Semakin mantap pilih @jokowi.  https://bit.ly/2X8pIEvÂ  Ketika paslon 01 bahas ekonomi makro secara global, paslon 02 jawabnya seperti anak bayi yang nggak ngerti apa2. Hanya bisa lihat ini itu tapi masih belajar utk memahami suatu pernyataan.  #PrabowoSalahkanSBY"
921,netral,"Apa saja kabar menarik dalam sepekan ini? Ya kita mulai saja: ada soal Jokowi yang kena hoaks lebih banyak, permainan di balik harga tiket pesawat, dan 4 kabar lainnya. #RingkasanSepekan https://beritagar.id/artikel/berita/6-kabar-terpopuler-sepekan-terakhirÂ â€¦"
922,negatif,"Iya neh, bpk sprtnya kurang sehat. Terlihat dr raut wajah.. Kan keterlaluan gubernurnya masak sampe biarin anak kagak makan, kerjaan nye ape tuh. Pencitraan mlulu. Dibayar rakyat neh.. Jgn makan gaji buta."
923,negatif,Ini obrolan ngalor ngidul gak jelas blas. Apa urusannya Mobile Legends sama ekonomi nasional?   Mengada ada kejauhan banget bicara industri kreatif - seluruh kreasi dan nilai ekonominya kan diekspor lagi keluar?   Lalu yg dijual Pak Jokowi semalem itu apa?  https://twitter.com/SilasSihot/status/1117317575795306497Â â€¦
924,negatif,"@nahdlatululama Heran , prabowo bilang mau mau tingkatkan penerimaan pajak , kok sandi bilang akan menghapus pajak dr pengusaha kecil .. ini kok bertolak belakang kebijakan nya ? Coba deh dengar ulang debat nya masalah pajak itu."
925,netral,"Jika Jadi Presiden-Wapres, Gaji Prabowo-Sandi untuk Negara  http://dlvr.it/R2n0y6Â  pic.twitter.com/0le8yEzDDh"
926,positif,"Yup, nah kalo gini diskusinya enak ya. Tambahan dr sy tidak sekadar ukuran ttp juga kualitasnya atau tingkat prioritasnya. Misal, target pemerataan pembangunan d luar pulau Jawa mgkn mjd prior krn pemerintah ingin menumbuhkan bibit2 pertumbuhan ekonomi yg baru di sana."
927,negatif,"Pak wowo sukanya asbun ya..istilah jowo..Waton njeplak kalo ngomong. Ada 16 paket kebijakan ekonomi di era pak Jokowi. Ini Pak wowo sering sekali ambil rujukan masa orde baru sih. Makanya presiden SBY dll dianggap salah urus negara jua,asal main serang aja..@hariadhi @wangdendo pic.twitter.com/osCiDRlo96"
928,positif,"Mertua saya, guru honorer mengabdi dr SMP ke SMA hampir 8 tahun, dengan gaji paling besar 450rb. Ikhlas, saking suka sekali dengan profesi anak bungsu nya rela di momongkan ke tetangga, semoga setlh pak @prabowo  jd presiden lbh menyantuni para guru honorer,"
929,positif,"Infrastruktur Bukan untuk Dimakan, Tetapi untuk Kedaulatan Pangan, Mikir! tujuan pembangunan infrastruktur seperti jalan tol,  pelabuhan atau bandara demi konektivitas masyarakat dan percepatan roda perekonomian https://twitter.com/jokowi/status/1117317174572359680?s=19Â â€¦"
930,positif,Jika @prabowo @sandiuno terpilih menjadi Presiden RI maka Gaji nya TIDAK Diambil Diserahkan untuk kepentingan rakyat  Masya Allah   #2019GantiPresiden #TPSTusukPrabowoSandi #17AprilCoblosPrabowoSandi https://twitter.com/sandiuno/status/1117085176545157121Â â€¦
931,negatif,Logika berpikir Andre jeblok !. Apa krn caleg DKI lantas gak tahu keadaan di lapangan ? Mikirnya cm bisa selangkah ! Keadaan perekonomian dunia yg serba sulit msh ngotot harga pupuk murah. Sama sj membunuh pabrikan. Mau disubsidi ? Mikir gak klo keuangan negara cukup atau tidak ?
932,positif,#JokowiMenangTotalDebat Tentunya dengan program Jokowi yang sangat pro rakyat seperti Karto Sembako untuk ibu ibu agar bisa membeli harga dengan murah sehingga meningkatkan kesejahteraan keluarganya.
933,netral,"Ibarat selfy, motret diri sendiri.  Analis Politik: Soal Ekonomi, Jokowi Kritik Kebijakannya Sendiri  https://www.gelora.co/2019/04/analis-politik-soal-ekonomi-jokowi.htmlÂ â€¦"
934,positif,Komitmen inilah yg ditakuti si Jae.   #17AprilPilihPrabowoSandi Prabowo-Sandi Komitmen Jika Terpilih Sebagai Kepala Negara Tidak Akan Ambil Gaji    https://www.gardaindonews.com/prabowo-sandi-komitmen-jika-terpilih-sebagai-kepala-negara-tidak-akan-ambil-gaji/Â â€¦
935,netral,#JokowiMenangTotalDebat. Jokowi fokuskan APBN & APBD difokuskan pada belanja2 produktif untuk dorong ekonomi rakyat. #01ndonesiaMaju
936,positif,Lebih Baik Tidak Mengambil Gaji Dari Pada Memakan Uang Rakyat Yah Bong Apalagi Jual Beli Jabatan ðŸ˜‚
937,netral,"Tidak Cuma Cek Harga, Jokowi Juga Akan Perbaiki Pasar #2019JokowiKyaiMaruf #JokowiKHMarufUnggulanKita #DerinDiPRO2FM #InterBarÃ§a  https://twitter.com/tag_nusantara/status/1059979831734022144/video/1Â â€¦"
938,positif,"#JokowiMenangTotalDebat Dengan pemerataan pembangunan yang dilakukan Jokowi menjadi bukti Jokowi melakukan kemajuan untuk kawasan ekonomu kusus industri, pariwisata dan barangâ€ kerajinan. Untuk memperjuangkan ekonomi Indonesia."
939,negatif,"Segmen debat tentang ekonomi syariah kemarin sangat tidak berbobot. Jokowi mau bikin Halal Park dekat GBK, Uno menyinggung Indonesia sebagai salah satu pengimpor produk halal terbesar.  HELLO??? Produk halal itu pada dasarnya ya semua produk yang tidak diharamkan."
940,netral,"@SandiUno @Prabowo @MardaniAliSera @FadliZon Pak prabowo membalikkan pertanyaan pak jokowi tadi, dengan menyinggung bahwa sektor ekonomi dan lapangan kerja harus di fokus kan. Memang dunia digital sedang hype jaman ini, namun persoalan mendasar negeri har"
941,netral,"Prabowo Sebut Garuda Sulit Untung, TKN: Pengaruh Harga Avtur  https://bisnis.tempo.co/read/1195592/prabowo-sebut-garuda-sulit-untung-tkn-pengaruh-harga-avtur?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvritÂ â€¦"
942,netral,#JokowiMenangTotalDebat Dengan lugas Jokowi sampaikan visi misinya dalam debat terakhir. Jokowi tegaskan akan Mengembalikan watak asli kami di indonesia tidak bertumpu pada ekonomi saja namun juga pada pemerataan pembangunan.
943,netral,Prabowo-Sandi Janji tak Ambil Gaji Jika Terpilih 
944,negatif,"Hua..ha..ha..SKAK MAT @prabowo @sandiuno ,menghalalkan segala cara untuk rebut kekuasan, udah gitu merengek rengek spy dpt kekuasan dng berdalih gak akan ambil gaji tp ambil tunjangan..#dasarkampretgila @Ayaniulva @Iwanpiliang7 @musniumar @hnurwahid @SayapGaruda08 @rizalkuddah https://twitter.com/AT_AbdillahToha/status/1117095305072132096Â â€¦"
945,netral,menuding SBY dibalik semua kesalahan ekonomi Indonesia  https://bit.ly/2Kx8krrÂ  @jokowi @95_teguh #PrabowoSalahkanSBY
946,positif,Pertumbuhan ekonomi harus diimbangi dengan pemerataan. jokowi sekali lagi  pic.twitter.com/SGv0Izr459
947,netral,Prabowo-Sandi Komitmen Jika Terpilih Sebagai Kepala Negara Tidak Akan Ambil Gaji  https://www.gardaindonews.com/prabowo-sandi-komitmen-jika-terpilih-sebagai-kepala-negara-tidak-akan-ambil-gaji/Â â€¦
948,netral,"Saat ini hanya 2 pemimpin negara yg tidak mau di gaji yaitu : Paus Fransiskus dr Vatikan dan Donald Trump USA, setelah 17 April yg ketiga Prabowo-Sandi satu2-nya di Asia.."
949,negatif,"Emg siapa yg nyuruh makan aspal? Ada? Trus SBY gaji guru dan honorer d naikan, prabowo juga.. Pdhal peran penting adalah pertanian dan petani, buruh tani.. Guru bisa nyediain beras dan bahan makan yg lain?? Semua petani, klw petani ga sejahtera, trs ngambek gmw nanam gmna? Km ta?"
950,positif,"70 Tahun Merdeka, harga bbm bisa sama sampai Papua yg bikin ya Jokowi melawan para mafia. Itu dulu satu, kalau ku jelaskan banyak yg dilakukan Jokowi ."
951,netral,"Saat membicarakan pertumbuhan ekonomi, capres nomor urut 01 Jokowi mengaitkannya dengan pemerataan. Ia pun berujar tak hanya memfokuskan infrastruktur di pulau Jawa. Simak kesesuaian pernyataannya di #CekFaktaCNN berikut ini!  https://bit.ly/2ZcoMADÂ  #CNNIndonesia pic.twitter.com/lKx8KboZYr"
952,negatif,"Kartu2 yg ditawarkan jokowi hanya untuk rakyat tidak mampu, bagaimana nasib karyawan yg gaji UMR diatas UMR dikit? Mereka dianggap masyarakat mampu dan tdk mendapat bantuan padahal mereka penduduk yg bekerja produktif  @sandiuno @Dahnilanzar @Fahrihamzah"
953,positif,"Jokowi jelas unggul dalam bidang ekonomi, tapi kalo hukum payah kata bapak saya  https://twitter.com/savicali/status/1117285297551630336Â â€¦"
954,negatif,TEORI MABOK PRABOWO SANDI..   pangan dibuat MURAH...   petani dibuat MAKMUR..   gmn caranya?  Kalo dibuat MURAH harga beli di petani juga MURAH...   gmn petani jadi Makmur???   MAKMUR... ALA GEROMBOLAN NGIBUL.
955,netral,"Debat Final Pilpres, Jokowi Ulas Pemerataan Ekonomi  http://aksi.id/artikel/40135/Debat-Final-Pilpres-Jokowi-Ulas-Pemerataan-Ekonomi/#.XLLVeXqU_Eo.twitterÂ â€¦"
956,netral,"Debat Pilpres 2019, Jika Terpilih  Prabowo Sandi Tak Ambil Gaji  http://aksi.id/artikel/40133/Debat-Pilpres-2019-Jika-Terpilih--Prabowo-Sandi-Tak-Ambil-Gaji-/#.XLLVY_cAkio.twitterÂ â€¦"
957,positif,"Mari kita hargai dan rayakan pesta demokrasi ini dengan penuh suka cita, bagi saya jika Bapak Prabowo yang menang ya Alhamdulillah dan kalau Bapak Jokowi yang kalah tetap Alhamdulillah."
958,positif,Buat saya jokowi itu sudah harga mati..pantas saja rakyak nya menyukai anda..karna orang itu bisa melihat n memilih mana yg baik n mna yg buruk.. Dsto lah anda orang nya yg mampu membawa mereka kedepan dngan negara ini. Salam 2 periode..dri saya zaenal arip88
959,negatif,"Harga pangan murah, catering murah, tusuk prabowo sandi haha"
960,negatif,"Apaaaaa????? Gaji di berikan ke rakyat ,,, matamu kwi ,,,gajinya karyawan Kiani kertas aja yg di tanjung Redeb Berau sampai sekarang gak jelas"
961,positif,"mmng lah luar biasa pendukung 02, presiden RI kl di dlm negeri di hina"" , sdngkan orng luar negeri aja bnr"" bs menghargai presiden jokowi"
962,netral,"Sebut Kebijakan Ekonomi Salah Arah, Prabowo Protes Gencarnya PembangunanÂ Infrastruktur  https://bhinnekanusantara.id/sebut-kebijakan-ekonomi-salah-arah-prabowo-protes-gencarnya-pembangunan-infrastruktur/Â â€¦ pic.twitter.com/X5pdIyxCKQ"
963,netral,"#PrabowoSalahkanSBY menayalahkan bowo menyebut kondisi ekonomi Indonesia yang salah arah, karena kesalahan presiden-presiden sebelum Jokowi  https://bit.ly/2P9eEEmÂ  @jokowi @riofebriant2"
964,netral,"Prabowo Mau Naikkan Tax Ratio 16%, Jokowi: Nanti Shock Ekonomi,Â Pak!  https://bhinnekanusantara.id/prabowo-mau-naikkan-tax-ratio-16-jokowi-nanti-shock-ekonomi-pak/Â â€¦ pic.twitter.com/E3Y4TPI1n9"
965,positif,"Pak @prabowo dan Bang @sandiuno niat gak ambil gaji kalo terpilih .. yg nyinyir langsung pada nararongol. ""Gaji mah kecil, tunjangannya gede!"" ""Sedekah kok dipamerin!"" ""Kampanye bawa2 agama!"" ""Amal gak diterima kalo pamer!"" Duh Gusti, gini amat hatred nya yak ðŸ¤¦â€â™€ï¸ðŸ¤¦â€â™€ï¸ #YourTurnBro"
966,positif,"Sebuah closing statement yg mantap, Prabowo Subianto-Sandiaga Uno akan menyumbangkan seluruh gajinya utk kemaslahatan rakyat dan kaum dhuafa. Masyaa Allah.., mereka berhati mulia, menjadi Presiden dan Wakil Presiden bukan utk mencari dunia. Ya Allah.., Ridhoilah mereka berdua  pic.twitter.com/L1SPk4sWu2"
967,netral,"Jika terpilih, Prabowo Sandi tak akan ambil gaji. Insya Allah Prabowo Sandi akan tepati janji.  https://twitter.com/detikcom/status/1117096276737306625Â â€¦"
968,negatif,iya ga ambil gaji kan yg menang pak @jokowi ðŸ™ðŸ™
969,positif,Setelah di lantik Prabowo-Sandi sudah jadi Macan Asia sebab saat ini tidak ada pemimpin Asia yg tidak di gaji..#YourTurnBro
970,positif,"Klo Jokowi pasti butuh gaji utk nafkahi kluarga. Karena Jokowi haram utak atik APBN, Gratif, dlsb. Beda dgn BOSAN ktnya ga mau gaji (yg sdikit itu), lantas ngeruk darimana ?...wah KPK hrs kerja keras dong. Klo gitu #JokowiLagi aja deh https://twitter.com/RealForJKW/status/1117104782362079232Â â€¦"
971,negatif,Terimakasih pak @jokowi 4.5thn ini bapak sudah mampu membuat perekonomian Indonesia MEROKET sampai langit ke7. Malah sekrg roketnya gk balik
972,netral,"Pak @jokowi menwarkan Program Membina Ekonomi Keluarga Sejahtera (Mekaar) binaan Permodalan Nasional Madani (PNM) diluncurkan untuk menaikkan kesejahteraan warga, terutama ibu-ibu rumah tangga ke tingkat yang lebih atas lagi.   https://setkab.go.id/presiden-jokowi-program-mekaar-untuk-naikkan-kesejahteraan-ibu-ibu/Â â€¦ #JokowiMenangTotalDebat"
973,netral,"Indonesia pada 2045 akan jadi negara dengan ekonomi terkuat keempat besar di dunia. Sebab itu kita harus menyiapkan langkah dan menghadapi rintangan yang ada di depan kita, kata Jokowi di Gelora Bung Karno (GBK), Jakarta, Sabtu (13/4/2019)."
974,negatif,"pertumbuhan ekonomi di masa pak @jokowi masih di angka 5% masih belum bisa menyaingi pak sby, dari pihak prabowo ternyata benar , kita masih banyak impor daripada ekspor :/ #bimbangmemilih https://ekonomi.kompas.com/jeo/jejak-pertumbuhan-ekonomi-indonesia-dari-masa-ke-masaÂ â€¦"
975,netral,"Bukan Jokowi, Prabowo Sebut Ekonomi Salah Arah Karena Presiden-Presiden Sebelumnya  https://bhinnekanusantara.id/bukan-jokowi-prabowo-sebut-ekonomi-salah-arah-karena-presiden-presiden-sebelumnya/Â â€¦ pic.twitter.com/RJvIfP1O9p"
976,netral,"Terkait Penyataan Prabowo, AHY Minta Tetap Hargai Pemimpin   Sebelumnya  https://otonominews.co.id/read/7611/Terkait-Penyataan-Prabowo-AHY-Minta-Tetap-Hargai-Pemimpin-SebelumnyaÂ â€¦  https://twitter.com/share?text=Terkait%20Penyataan%20Prabowo,%20AHY%20Minta%20Tetap%20Hargai%20Pemimpin%20%20%20Sebelumnya%20 https://otonominews.co.id/read/7611/Terkait-Penyataan-Prabowo-AHY-Minta-Tetap-Hargai-Pemimpin-Sebelumnya%20&hashtags=CalonPresidenNomorUrut02,PrabowoSubianto,AHY,AgusHarimurtiYudhoyono,PernyataanSikap,DebatKelima,DeindustrialidsasiÂ â€¦ #CalonPresidenNomorUrut02 #PrabowoSubianto #AHY #AgusHarimurtiYudhoyono #PernyataanSikap #DebatKelima #Deindustrialidsasi"
977,netral,@KHMarufAmin_ menyampaikan bahwa ia bersama pak @jokowi akan terus mengembangkan ekonomi di desa-desa dengan menciptakan program Dewi-dewi (Desa Wisata) & Dedi-dedi (Desa Digital).  #JokowiMenangTotalDebat
978,positif,"Kl bicara jujur... @prabowo wajib katakan lbh detail..kl arah ekonomi/pembangunan  NKRI sdh salah dr rezim Soeharto...""pelihara""pengusaha China dgn ""membunuh""pengusaha Pribumi(H ning,markam/karkam,Darpo,Rahman/tamin.dll)krn percaya""bisikan""csis..?  https://twitter.com/ferrykoto/status/1117092682084442113Â â€¦"
979,positif,"Selama lebih dari empat tahun kepemimpinan Jokowi, rakyat telah merasakan banyak manfaat, khususnya dalam pembangunan infrastruktur. Pembangunan jalan, pelabuhan, bandara, dan bendungan, mampu membuka daerah terisolasi, sekaligus menggerakan perekonomian nasional"
980,negatif,"Dengan Adanya KARTU SEMBAKO MURAH. Secara tidak langsung Rezim @jokowi membenarkan bahwa harga-harga bahan pokok saat ini mahal. Berarti FIX @jokowi GAGAL. MASIH MAU 2 PERIODE,.?  . #TusukPrabowoSandi pic.twitter.com/Ltpwfoe7Gy"
981,negatif,"Ini masa tenang kok masih sebar Hoax mas?, akhir SBY itu pertumbuhan ekonomi kita masih 5.02 persen, sebelum dibikin anjlok jd 4 persenan  di 2015 oleh Jokowi!!  pic.twitter.com/Dfq71jE3kC"
982,negatif,"UDAH EKONOMI TIDAK TUMBUH, PEMERATAAN SEMAKIN JAUH, EEEEE KETIMPANGAN SEMAKIN TINGGI... PIYE IKI BOSS?  BACOT DOANG"
983,positif,"Saya kira apa yang disampaikan pak @jokowi bahwa merubah dan mengembangkan bukan hal yang mudah, harus ada tahapan-tahapan yang besar untuk mengubah ekonomi negri ini menjadi yang lebih baik lagi.  #JokowiMenangTotalDebat"
984,netral,Komitmen Prabowo-Sandi Tak Akan Ambil Gaji Serupiah Pun Jika Terpilih  https://youtu.be/cFFWKuDHQzMÂ  lewat @YouTube
985,negatif,Yernyata hanya segini otak PRESIDEN RI..ðŸ˜ƒðŸ˜ƒðŸ˜ƒ Pantesan kagak dihargai. Bahasnya Mobil Legend. Dasar goblock. Lo @Dennysiregar7
986,positif,Anak muda sekarang banyak yang sudah berkecimpung dalam dunia digital maka @jokowi terus akan memperbaiki sistem ekonomi digital agar lebih baik lagi. #JokowiMenangTotalDebat
987,negatif,"Satu lagi ka , prabowo selalu bilang rakyat Indonesia miskin!!! Tapi ko bisa ngasih sumbangan Dan udh tau rakyatnya miskin kenapa Masih diterima smbngannya LOL ðŸ˜‚ðŸ˜‚ðŸ˜‚ pendukunya bilang ekonomi susah tapi bisa nyumbang gede ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ ngga sinkron"
